Crop,Disease,Crop_Stage,Symptoms Category,Occurrences,Is_Dominant,Temp_min (Deg. Celcius),Temp_max (Deg. Celcius),Humidity (in %),Rainfall(in mm),Symptoms,Prevention,Treatment
Tomato,Late_blight,Vegetative,Blight,493,FALSE,15.02,34.38,69.61,119.88,"Pale green to dark brown, water-soaked, oily lesions rapidly appearing on leaf margins and tips | White cotton-like sporulation on undersides of leaves in humid/cool conditions | Entire leaf blade turns brown-black and shrivels rapidly | Brown to black stem lesions causing stem collapse and plant death | Green, oily-looking fruit lesions turning brown and firm, spreading across fruit surface | Infected fruit remains firm unlike bacterial rots — surface becomes brown and leathery | Distinctive unpleasant musty odor from infected fields | Entire plants collapse and fields appear as if frosted overnight in severe epidemics","Plant late blight-resistant tomato varieties (Defiant PhR, Iron Lady, Mountain Merit) | Use certified disease-free transplants from screened nurseries | Avoid planting near potato fields, cull piles, or volunteer solanaceous plants | Use drip irrigation — never wet the foliage | Improve air circulation through pruning lower leaves and staking plants | Remove any plant showing first oily dark lesions immediately before spread to others | Harvest fruit before heavy rain events to reduce post-harvest loss | Destroy all haulm 2–3 weeks before harvest to prevent tuber/fruit infection","Metalaxyl + Mancozeb (Ridomil Gold MZ 68 WG) at 2.5 g/L — systemic + contact, gold standard | Cymoxanil + Mancozeb (Curzate M8 72 WP) at 2.5 g/L — curative 2–3 days post-infection | Mandipropamid (Revus 250 SC) at 0.6 mL/L — highly systemic, excellent control | Dimethomorph (Acrobat 50 WP) at 1 g/L — phenylamide, mobile in leaf tissue | Fluopicolide + Propamocarb (Infinito SC) at 1.6 mL/L — dual systemic action | Chlorothalonil (Bravo 720 SC) at 2 mL/L — contact protectant in rotation | Copper hydroxide (Kocide 3000) at 2 g/L — organic-approved option | Apply every 5–7 days in cool wet weather; rotate modes of action every spray"
Tomato,Late_blight,Seedling,Blight,485,FALSE,15.06,34.63,67.97,110.39,"Pale green to dark brown, water-soaked, oily lesions rapidly appearing on leaf margins and tips | White cotton-like sporulation on undersides of leaves in humid/cool conditions | Entire leaf blade turns brown-black and shrivels rapidly | Brown to black stem lesions causing stem collapse and plant death | Green, oily-looking fruit lesions turning brown and firm, spreading across fruit surface | Infected fruit remains firm unlike bacterial rots — surface becomes brown and leathery | Distinctive unpleasant musty odor from infected fields | Entire plants collapse and fields appear as if frosted overnight in severe epidemics","Plant late blight-resistant tomato varieties (Defiant PhR, Iron Lady, Mountain Merit) | Use certified disease-free transplants from screened nurseries | Avoid planting near potato fields, cull piles, or volunteer solanaceous plants | Use drip irrigation — never wet the foliage | Improve air circulation through pruning lower leaves and staking plants | Remove any plant showing first oily dark lesions immediately before spread to others | Harvest fruit before heavy rain events to reduce post-harvest loss | Destroy all haulm 2–3 weeks before harvest to prevent tuber/fruit infection","Metalaxyl + Mancozeb (Ridomil Gold MZ 68 WG) at 2.5 g/L — systemic + contact, gold standard | Cymoxanil + Mancozeb (Curzate M8 72 WP) at 2.5 g/L — curative 2–3 days post-infection | Mandipropamid (Revus 250 SC) at 0.6 mL/L — highly systemic, excellent control | Dimethomorph (Acrobat 50 WP) at 1 g/L — phenylamide, mobile in leaf tissue | Fluopicolide + Propamocarb (Infinito SC) at 1.6 mL/L — dual systemic action | Chlorothalonil (Bravo 720 SC) at 2 mL/L — contact protectant in rotation | Copper hydroxide (Kocide 3000) at 2 g/L — organic-approved option | Apply every 5–7 days in cool wet weather; rotate modes of action every spray"
Tomato,Late_blight,Fruiting,Blight,478,FALSE,15.22,34.61,68.21,110.87,"Pale green to dark brown, water-soaked, oily lesions rapidly appearing on leaf margins and tips | White cotton-like sporulation on undersides of leaves in humid/cool conditions | Entire leaf blade turns brown-black and shrivels rapidly | Brown to black stem lesions causing stem collapse and plant death | Green, oily-looking fruit lesions turning brown and firm, spreading across fruit surface | Infected fruit remains firm unlike bacterial rots — surface becomes brown and leathery | Distinctive unpleasant musty odor from infected fields | Entire plants collapse and fields appear as if frosted overnight in severe epidemics","Plant late blight-resistant tomato varieties (Defiant PhR, Iron Lady, Mountain Merit) | Use certified disease-free transplants from screened nurseries | Avoid planting near potato fields, cull piles, or volunteer solanaceous plants | Use drip irrigation — never wet the foliage | Improve air circulation through pruning lower leaves and staking plants | Remove any plant showing first oily dark lesions immediately before spread to others | Harvest fruit before heavy rain events to reduce post-harvest loss | Destroy all haulm 2–3 weeks before harvest to prevent tuber/fruit infection","Metalaxyl + Mancozeb (Ridomil Gold MZ 68 WG) at 2.5 g/L — systemic + contact, gold standard | Cymoxanil + Mancozeb (Curzate M8 72 WP) at 2.5 g/L — curative 2–3 days post-infection | Mandipropamid (Revus 250 SC) at 0.6 mL/L — highly systemic, excellent control | Dimethomorph (Acrobat 50 WP) at 1 g/L — phenylamide, mobile in leaf tissue | Fluopicolide + Propamocarb (Infinito SC) at 1.6 mL/L — dual systemic action | Chlorothalonil (Bravo 720 SC) at 2 mL/L — contact protectant in rotation | Copper hydroxide (Kocide 3000) at 2 g/L — organic-approved option | Apply every 5–7 days in cool wet weather; rotate modes of action every spray"
Tomato,Leaf_Mold,Fruiting,Mold,251,TRUE,15.1,34.35,68.58,114.21,"Pale greenish-yellow spots on upper leaf surface, diffuse and irregular | Olive-green to gray-purple velvety mold on lower leaf surface corresponding to upper spots | Spots coalesce, leaves turn yellow then brown and wither | Older leaves affected first; disease progresses upward | Severely infected leaves curl upward, dry out, and drop | In rare cases, velvety mold may appear on stems, blossoms, and fruit surface | Fruit infection appears as irregular, dark green to gray patches that turn brown and leathery | Disease spreads rapidly in high-humidity environments like greenhouses",Plant leaf mold-resistant tomato varieties (most modern hybrids carry Cf resistance genes) | Maintain greenhouse or field humidity below 85% through ventilation | Increase plant spacing to improve airflow within the canopy | Avoid overhead watering — irrigate in the morning at soil level only | Reduce night temperature fluctuations to prevent condensation on leaf surfaces | Remove and destroy infected leaves immediately at first sign of yellow spots | Disinfect greenhouse structures between crop cycles with bleach or copper sulfate | Monitor daily in humid conditions — disease spreads extremely rapidly,"Chlorothalonil (Bravo 720 SC) at 2 mL/L — contact fungicide, apply every 7 days | Mancozeb (Dithane M-45 75 WP) at 2.5 g/L — broad-spectrum protectant spray | Azoxystrobin (Amistar 25 SC) at 1 mL/L — systemic strobilurin with curative activity | Difenoconazole (Score 250 EC) at 0.5 mL/L — systemic DMI fungicide | Myclobutanil (Rally 40 WP) at 0.4 g/L — triazole with curative action | Trifloxystrobin + Tebuconazole (Nativo 75 WG) at 0.5 g/L — broad-spectrum systemic | Tebuconazole (Folicur 250 EW) at 1 mL/L — effective triazole | Apply every 7 days strictly in humid conditions; rotate fungicide groups each spray"
Tomato,Leaf_Mold,Seedling,Mold,250,FALSE,15.25,33.78,69.18,119.98,"Pale greenish-yellow spots on upper leaf surface, diffuse and irregular | Olive-green to gray-purple velvety mold on lower leaf surface corresponding to upper spots | Spots coalesce, leaves turn yellow then brown and wither | Older leaves affected first; disease progresses upward | Severely infected leaves curl upward, dry out, and drop | In rare cases, velvety mold may appear on stems, blossoms, and fruit surface | Fruit infection appears as irregular, dark green to gray patches that turn brown and leathery | Disease spreads rapidly in high-humidity environments like greenhouses",Plant leaf mold-resistant tomato varieties (most modern hybrids carry Cf resistance genes) | Maintain greenhouse or field humidity below 85% through ventilation | Increase plant spacing to improve airflow within the canopy | Avoid overhead watering — irrigate in the morning at soil level only | Reduce night temperature fluctuations to prevent condensation on leaf surfaces | Remove and destroy infected leaves immediately at first sign of yellow spots | Disinfect greenhouse structures between crop cycles with bleach or copper sulfate | Monitor daily in humid conditions — disease spreads extremely rapidly,"Chlorothalonil (Bravo 720 SC) at 2 mL/L — contact fungicide, apply every 7 days | Mancozeb (Dithane M-45 75 WP) at 2.5 g/L — broad-spectrum protectant spray | Azoxystrobin (Amistar 25 SC) at 1 mL/L — systemic strobilurin with curative activity | Difenoconazole (Score 250 EC) at 0.5 mL/L — systemic DMI fungicide | Myclobutanil (Rally 40 WP) at 0.4 g/L — triazole with curative action | Trifloxystrobin + Tebuconazole (Nativo 75 WG) at 0.5 g/L — broad-spectrum systemic | Tebuconazole (Folicur 250 EW) at 1 mL/L — effective triazole | Apply every 7 days strictly in humid conditions; rotate fungicide groups each spray"
Tomato,Leaf_Mold,Flowering,Mold,244,FALSE,15.42,33.52,69.03,119.38,"Pale greenish-yellow spots on upper leaf surface, diffuse and irregular | Olive-green to gray-purple velvety mold on lower leaf surface corresponding to upper spots | Spots coalesce, leaves turn yellow then brown and wither | Older leaves affected first; disease progresses upward | Severely infected leaves curl upward, dry out, and drop | In rare cases, velvety mold may appear on stems, blossoms, and fruit surface | Fruit infection appears as irregular, dark green to gray patches that turn brown and leathery | Disease spreads rapidly in high-humidity environments like greenhouses",Plant leaf mold-resistant tomato varieties (most modern hybrids carry Cf resistance genes) | Maintain greenhouse or field humidity below 85% through ventilation | Increase plant spacing to improve airflow within the canopy | Avoid overhead watering — irrigate in the morning at soil level only | Reduce night temperature fluctuations to prevent condensation on leaf surfaces | Remove and destroy infected leaves immediately at first sign of yellow spots | Disinfect greenhouse structures between crop cycles with bleach or copper sulfate | Monitor daily in humid conditions — disease spreads extremely rapidly,"Chlorothalonil (Bravo 720 SC) at 2 mL/L — contact fungicide, apply every 7 days | Mancozeb (Dithane M-45 75 WP) at 2.5 g/L — broad-spectrum protectant spray | Azoxystrobin (Amistar 25 SC) at 1 mL/L — systemic strobilurin with curative activity | Difenoconazole (Score 250 EC) at 0.5 mL/L — systemic DMI fungicide | Myclobutanil (Rally 40 WP) at 0.4 g/L — triazole with curative action | Trifloxystrobin + Tebuconazole (Nativo 75 WG) at 0.5 g/L — broad-spectrum systemic | Tebuconazole (Folicur 250 EW) at 1 mL/L — effective triazole | Apply every 7 days strictly in humid conditions; rotate fungicide groups each spray"
Tomato,Leaf_Mold,Maturity,Mold,218,FALSE,15.2,34.2,67.76,114.2,"Pale greenish-yellow spots on upper leaf surface, diffuse and irregular | Olive-green to gray-purple velvety mold on lower leaf surface corresponding to upper spots | Spots coalesce, leaves turn yellow then brown and wither | Older leaves affected first; disease progresses upward | Severely infected leaves curl upward, dry out, and drop | In rare cases, velvety mold may appear on stems, blossoms, and fruit surface | Fruit infection appears as irregular, dark green to gray patches that turn brown and leathery | Disease spreads rapidly in high-humidity environments like greenhouses",Plant leaf mold-resistant tomato varieties (most modern hybrids carry Cf resistance genes) | Maintain greenhouse or field humidity below 85% through ventilation | Increase plant spacing to improve airflow within the canopy | Avoid overhead watering — irrigate in the morning at soil level only | Reduce night temperature fluctuations to prevent condensation on leaf surfaces | Remove and destroy infected leaves immediately at first sign of yellow spots | Disinfect greenhouse structures between crop cycles with bleach or copper sulfate | Monitor daily in humid conditions — disease spreads extremely rapidly,"Chlorothalonil (Bravo 720 SC) at 2 mL/L — contact fungicide, apply every 7 days | Mancozeb (Dithane M-45 75 WP) at 2.5 g/L — broad-spectrum protectant spray | Azoxystrobin (Amistar 25 SC) at 1 mL/L — systemic strobilurin with curative activity | Difenoconazole (Score 250 EC) at 0.5 mL/L — systemic DMI fungicide | Myclobutanil (Rally 40 WP) at 0.4 g/L — triazole with curative action | Trifloxystrobin + Tebuconazole (Nativo 75 WG) at 0.5 g/L — broad-spectrum systemic | Tebuconazole (Folicur 250 EW) at 1 mL/L — effective triazole | Apply every 7 days strictly in humid conditions; rotate fungicide groups each spray"
Tomato,Leaf_Mold,Vegetative,Mold,215,FALSE,15.01,34.17,69.56,114.29,"Pale greenish-yellow spots on upper leaf surface, diffuse and irregular | Olive-green to gray-purple velvety mold on lower leaf surface corresponding to upper spots | Spots coalesce, leaves turn yellow then brown and wither | Older leaves affected first; disease progresses upward | Severely infected leaves curl upward, dry out, and drop | In rare cases, velvety mold may appear on stems, blossoms, and fruit surface | Fruit infection appears as irregular, dark green to gray patches that turn brown and leathery | Disease spreads rapidly in high-humidity environments like greenhouses",Plant leaf mold-resistant tomato varieties (most modern hybrids carry Cf resistance genes) | Maintain greenhouse or field humidity below 85% through ventilation | Increase plant spacing to improve airflow within the canopy | Avoid overhead watering — irrigate in the morning at soil level only | Reduce night temperature fluctuations to prevent condensation on leaf surfaces | Remove and destroy infected leaves immediately at first sign of yellow spots | Disinfect greenhouse structures between crop cycles with bleach or copper sulfate | Monitor daily in humid conditions — disease spreads extremely rapidly,"Chlorothalonil (Bravo 720 SC) at 2 mL/L — contact fungicide, apply every 7 days | Mancozeb (Dithane M-45 75 WP) at 2.5 g/L — broad-spectrum protectant spray | Azoxystrobin (Amistar 25 SC) at 1 mL/L — systemic strobilurin with curative activity | Difenoconazole (Score 250 EC) at 0.5 mL/L — systemic DMI fungicide | Myclobutanil (Rally 40 WP) at 0.4 g/L — triazole with curative action | Trifloxystrobin + Tebuconazole (Nativo 75 WG) at 0.5 g/L — broad-spectrum systemic | Tebuconazole (Folicur 250 EW) at 1 mL/L — effective triazole | Apply every 7 days strictly in humid conditions; rotate fungicide groups each spray"
Tomato,Septoria_leaf_spot,Flowering,Leaf spot,473,TRUE,15.13,33.95,69.31,114.75,"Numerous small (2–4 mm) circular spots with dark brown borders and gray-white centers | Tiny black pycnidia (spore-producing structures) visible in lesion centers | Lesions surrounded by yellow halo | Lower, older leaves affected first — disease progresses upward rapidly | Heavy infection causes complete yellowing and premature defoliation | Defoliation exposes fruit to sunscald | Lesions may appear on stems and petioles — dark brown, elongated | Unlike early blight, spots are much smaller and lack concentric ring pattern",Use certified disease-free seed and transplants | Rotate crops — minimum 2 years out of tomatoes or potato family | Apply mulch at soil surface to prevent spore splash from soil to lower leaves | Stake or cage plants to keep foliage off the ground | Avoid overhead irrigation — use drip or furrow irrigation | Remove lower infected leaves immediately as soon as white-centred spots appear | Do not work among wet plants — spores spread easily through water and contact | Remove and destroy all crop debris after harvest,"Chlorothalonil (Bravo 720 SC) at 2 mL/L — most effective; apply every 7 days | Mancozeb (Dithane M-45 75 WP) at 2.5 g/L — broad-spectrum contact protectant | Azoxystrobin (Amistar 25 SC) at 1 mL/L — systemic strobilurin, preventive + curative | Pyraclostrobin + Boscalid (Pristine WG) at 0.7 g/L — excellent Septoria efficacy | Difenoconazole (Score 250 EC) at 0.5 mL/L — systemic DMI for advanced infections | Copper oxychloride (50 WP) at 3 g/L — copper-based contact option | Trifloxystrobin (Flint 50 WG) at 0.1 g/L — translaminar strobilurin | Maintain strict 7-day spray interval during wet weather for full control"
Tomato,Septoria_leaf_spot,Fruiting,Leaf spot,459,FALSE,15.07,34.17,68.03,106.29,"Numerous small (2–4 mm) circular spots with dark brown borders and gray-white centers | Tiny black pycnidia (spore-producing structures) visible in lesion centers | Lesions surrounded by yellow halo | Lower, older leaves affected first — disease progresses upward rapidly | Heavy infection causes complete yellowing and premature defoliation | Defoliation exposes fruit to sunscald | Lesions may appear on stems and petioles — dark brown, elongated | Unlike early blight, spots are much smaller and lack concentric ring pattern",Use certified disease-free seed and transplants | Rotate crops — minimum 2 years out of tomatoes or potato family | Apply mulch at soil surface to prevent spore splash from soil to lower leaves | Stake or cage plants to keep foliage off the ground | Avoid overhead irrigation — use drip or furrow irrigation | Remove lower infected leaves immediately as soon as white-centred spots appear | Do not work among wet plants — spores spread easily through water and contact | Remove and destroy all crop debris after harvest,"Chlorothalonil (Bravo 720 SC) at 2 mL/L — most effective; apply every 7 days | Mancozeb (Dithane M-45 75 WP) at 2.5 g/L — broad-spectrum contact protectant | Azoxystrobin (Amistar 25 SC) at 1 mL/L — systemic strobilurin, preventive + curative | Pyraclostrobin + Boscalid (Pristine WG) at 0.7 g/L — excellent Septoria efficacy | Difenoconazole (Score 250 EC) at 0.5 mL/L — systemic DMI for advanced infections | Copper oxychloride (50 WP) at 3 g/L — copper-based contact option | Trifloxystrobin (Flint 50 WG) at 0.1 g/L — translaminar strobilurin | Maintain strict 7-day spray interval during wet weather for full control"
Tomato,Septoria_leaf_spot,Seedling,Leaf spot,453,FALSE,15.04,34.14,67.49,106.68,"Numerous small (2–4 mm) circular spots with dark brown borders and gray-white centers | Tiny black pycnidia (spore-producing structures) visible in lesion centers | Lesions surrounded by yellow halo | Lower, older leaves affected first — disease progresses upward rapidly | Heavy infection causes complete yellowing and premature defoliation | Defoliation exposes fruit to sunscald | Lesions may appear on stems and petioles — dark brown, elongated | Unlike early blight, spots are much smaller and lack concentric ring pattern",Use certified disease-free seed and transplants | Rotate crops — minimum 2 years out of tomatoes or potato family | Apply mulch at soil surface to prevent spore splash from soil to lower leaves | Stake or cage plants to keep foliage off the ground | Avoid overhead irrigation — use drip or furrow irrigation | Remove lower infected leaves immediately as soon as white-centred spots appear | Do not work among wet plants — spores spread easily through water and contact | Remove and destroy all crop debris after harvest,"Chlorothalonil (Bravo 720 SC) at 2 mL/L — most effective; apply every 7 days | Mancozeb (Dithane M-45 75 WP) at 2.5 g/L — broad-spectrum contact protectant | Azoxystrobin (Amistar 25 SC) at 1 mL/L — systemic strobilurin, preventive + curative | Pyraclostrobin + Boscalid (Pristine WG) at 0.7 g/L — excellent Septoria efficacy | Difenoconazole (Score 250 EC) at 0.5 mL/L — systemic DMI for advanced infections | Copper oxychloride (50 WP) at 3 g/L — copper-based contact option | Trifloxystrobin (Flint 50 WG) at 0.1 g/L — translaminar strobilurin | Maintain strict 7-day spray interval during wet weather for full control"
Tomato,Septoria_leaf_spot,Maturity,Leaf spot,422,FALSE,15.09,33.82,69.53,113.86,"Numerous small (2–4 mm) circular spots with dark brown borders and gray-white centers | Tiny black pycnidia (spore-producing structures) visible in lesion centers | Lesions surrounded by yellow halo | Lower, older leaves affected first — disease progresses upward rapidly | Heavy infection causes complete yellowing and premature defoliation | Defoliation exposes fruit to sunscald | Lesions may appear on stems and petioles — dark brown, elongated | Unlike early blight, spots are much smaller and lack concentric ring pattern",Use certified disease-free seed and transplants | Rotate crops — minimum 2 years out of tomatoes or potato family | Apply mulch at soil surface to prevent spore splash from soil to lower leaves | Stake or cage plants to keep foliage off the ground | Avoid overhead irrigation — use drip or furrow irrigation | Remove lower infected leaves immediately as soon as white-centred spots appear | Do not work among wet plants — spores spread easily through water and contact | Remove and destroy all crop debris after harvest,"Chlorothalonil (Bravo 720 SC) at 2 mL/L — most effective; apply every 7 days | Mancozeb (Dithane M-45 75 WP) at 2.5 g/L — broad-spectrum contact protectant | Azoxystrobin (Amistar 25 SC) at 1 mL/L — systemic strobilurin, preventive + curative | Pyraclostrobin + Boscalid (Pristine WG) at 0.7 g/L — excellent Septoria efficacy | Difenoconazole (Score 250 EC) at 0.5 mL/L — systemic DMI for advanced infections | Copper oxychloride (50 WP) at 3 g/L — copper-based contact option | Trifloxystrobin (Flint 50 WG) at 0.1 g/L — translaminar strobilurin | Maintain strict 7-day spray interval during wet weather for full control"
Tomato,Septoria_leaf_spot,Vegetative,Leaf spot,419,FALSE,15.11,33.61,67.54,104.88,"Numerous small (2–4 mm) circular spots with dark brown borders and gray-white centers | Tiny black pycnidia (spore-producing structures) visible in lesion centers | Lesions surrounded by yellow halo | Lower, older leaves affected first — disease progresses upward rapidly | Heavy infection causes complete yellowing and premature defoliation | Defoliation exposes fruit to sunscald | Lesions may appear on stems and petioles — dark brown, elongated | Unlike early blight, spots are much smaller and lack concentric ring pattern",Use certified disease-free seed and transplants | Rotate crops — minimum 2 years out of tomatoes or potato family | Apply mulch at soil surface to prevent spore splash from soil to lower leaves | Stake or cage plants to keep foliage off the ground | Avoid overhead irrigation — use drip or furrow irrigation | Remove lower infected leaves immediately as soon as white-centred spots appear | Do not work among wet plants — spores spread easily through water and contact | Remove and destroy all crop debris after harvest,"Chlorothalonil (Bravo 720 SC) at 2 mL/L — most effective; apply every 7 days | Mancozeb (Dithane M-45 75 WP) at 2.5 g/L — broad-spectrum contact protectant | Azoxystrobin (Amistar 25 SC) at 1 mL/L — systemic strobilurin, preventive + curative | Pyraclostrobin + Boscalid (Pristine WG) at 0.7 g/L — excellent Septoria efficacy | Difenoconazole (Score 250 EC) at 0.5 mL/L — systemic DMI for advanced infections | Copper oxychloride (50 WP) at 3 g/L — copper-based contact option | Trifloxystrobin (Flint 50 WG) at 0.1 g/L — translaminar strobilurin | Maintain strict 7-day spray interval during wet weather for full control"
Tomato,Spider_mites Two-spotted_spider_mite,Seedling,Mite infestation,473,TRUE,15.09,34.23,68.06,112.84,"Fine yellow stippling or speckling on upper leaf surface — bronze or silver sheen | Stippled areas coalesce causing large yellowish-bronze patches on leaves | Fine silken webbing on undersides of leaves and between leaves | Tiny moving reddish-brown or pale mites visible on leaf underside with hand lens | Leaves turn yellow to reddish-brown, dry up, and drop prematurely | Growing tips, flowers, and fruit surface may show webbing in heavy infestations | Defoliation of lower and middle canopy in severe outbreaks | Fruit may show light-colored russeting on surface in heavy infestations","Scout plants twice weekly using a hand lens — detect colonies before they explode | Introduce or conserve natural predatory mites (Phytoseiulus persimilis, Neoseiulus californicus) | Avoid broad-spectrum insecticides that kill natural predator populations | Maintain adequate soil moisture — drought-stressed plants are the most susceptible | Reduce dusty conditions on field edges — dust suppresses natural predator mites | Remove and destroy heavily infested plant material before mites spread to adjacent plants | Use reflective silver mulches to deter mite movement into the crop | Manage weeds on field margins to eliminate alternate mite host plants","Abamectin (Vertimec 1.8 EC) at 1 mL/L — highly effective; contact + translaminar activity | Spiromesifen (Oberon 240 SC) at 1 mL/L — acaricide effective on eggs and juveniles | Bifenazate (Floramite 240 SC) at 0.5 mL/L — fast knockdown, low resistance risk | Hexythiazox (Nissorun 10 WP) at 0.5 g/L — ovicide + larvicide, long residual | Etoxazole (Zeal 72 WSP) at 0.05 g/L — highly effective on eggs and larvae | Neem oil (Azadirachtin 0.03%) at 5 mL/L — organic repellent and growth disruptor | Fenbutatin oxide (Vendex 50 WP) at 1.5 g/L — organotin miticide | Rotate acaricide classes strictly with every application — mites develop resistance very rapidly"
Tomato,Spider_mites Two-spotted_spider_mite,Vegetative,Mite infestation,440,FALSE,15.1,33.89,69.21,110.63,"Fine yellow stippling or speckling on upper leaf surface — bronze or silver sheen | Stippled areas coalesce causing large yellowish-bronze patches on leaves | Fine silken webbing on undersides of leaves and between leaves | Tiny moving reddish-brown or pale mites visible on leaf underside with hand lens | Leaves turn yellow to reddish-brown, dry up, and drop prematurely | Growing tips, flowers, and fruit surface may show webbing in heavy infestations | Defoliation of lower and middle canopy in severe outbreaks | Fruit may show light-colored russeting on surface in heavy infestations","Scout plants twice weekly using a hand lens — detect colonies before they explode | Introduce or conserve natural predatory mites (Phytoseiulus persimilis, Neoseiulus californicus) | Avoid broad-spectrum insecticides that kill natural predator populations | Maintain adequate soil moisture — drought-stressed plants are the most susceptible | Reduce dusty conditions on field edges — dust suppresses natural predator mites | Remove and destroy heavily infested plant material before mites spread to adjacent plants | Use reflective silver mulches to deter mite movement into the crop | Manage weeds on field margins to eliminate alternate mite host plants","Abamectin (Vertimec 1.8 EC) at 1 mL/L — highly effective; contact + translaminar activity | Spiromesifen (Oberon 240 SC) at 1 mL/L — acaricide effective on eggs and juveniles | Bifenazate (Floramite 240 SC) at 0.5 mL/L — fast knockdown, low resistance risk | Hexythiazox (Nissorun 10 WP) at 0.5 g/L — ovicide + larvicide, long residual | Etoxazole (Zeal 72 WSP) at 0.05 g/L — highly effective on eggs and larvae | Neem oil (Azadirachtin 0.03%) at 5 mL/L — organic repellent and growth disruptor | Fenbutatin oxide (Vendex 50 WP) at 1.5 g/L — organotin miticide | Rotate acaricide classes strictly with every application — mites develop resistance very rapidly"
Tomato,Spider_mites Two-spotted_spider_mite,Flowering,Mite infestation,432,FALSE,15.04,34.19,67.97,103.35,"Fine yellow stippling or speckling on upper leaf surface — bronze or silver sheen | Stippled areas coalesce causing large yellowish-bronze patches on leaves | Fine silken webbing on undersides of leaves and between leaves | Tiny moving reddish-brown or pale mites visible on leaf underside with hand lens | Leaves turn yellow to reddish-brown, dry up, and drop prematurely | Growing tips, flowers, and fruit surface may show webbing in heavy infestations | Defoliation of lower and middle canopy in severe outbreaks | Fruit may show light-colored russeting on surface in heavy infestations","Scout plants twice weekly using a hand lens — detect colonies before they explode | Introduce or conserve natural predatory mites (Phytoseiulus persimilis, Neoseiulus californicus) | Avoid broad-spectrum insecticides that kill natural predator populations | Maintain adequate soil moisture — drought-stressed plants are the most susceptible | Reduce dusty conditions on field edges — dust suppresses natural predator mites | Remove and destroy heavily infested plant material before mites spread to adjacent plants | Use reflective silver mulches to deter mite movement into the crop | Manage weeds on field margins to eliminate alternate mite host plants","Abamectin (Vertimec 1.8 EC) at 1 mL/L — highly effective; contact + translaminar activity | Spiromesifen (Oberon 240 SC) at 1 mL/L — acaricide effective on eggs and juveniles | Bifenazate (Floramite 240 SC) at 0.5 mL/L — fast knockdown, low resistance risk | Hexythiazox (Nissorun 10 WP) at 0.5 g/L — ovicide + larvicide, long residual | Etoxazole (Zeal 72 WSP) at 0.05 g/L — highly effective on eggs and larvae | Neem oil (Azadirachtin 0.03%) at 5 mL/L — organic repellent and growth disruptor | Fenbutatin oxide (Vendex 50 WP) at 1.5 g/L — organotin miticide | Rotate acaricide classes strictly with every application — mites develop resistance very rapidly"
Tomato,Spider_mites Two-spotted_spider_mite,Fruiting,Mite infestation,431,FALSE,15.03,33.96,69.92,115.65,"Fine yellow stippling or speckling on upper leaf surface — bronze or silver sheen | Stippled areas coalesce causing large yellowish-bronze patches on leaves | Fine silken webbing on undersides of leaves and between leaves | Tiny moving reddish-brown or pale mites visible on leaf underside with hand lens | Leaves turn yellow to reddish-brown, dry up, and drop prematurely | Growing tips, flowers, and fruit surface may show webbing in heavy infestations | Defoliation of lower and middle canopy in severe outbreaks | Fruit may show light-colored russeting on surface in heavy infestations","Scout plants twice weekly using a hand lens — detect colonies before they explode | Introduce or conserve natural predatory mites (Phytoseiulus persimilis, Neoseiulus californicus) | Avoid broad-spectrum insecticides that kill natural predator populations | Maintain adequate soil moisture — drought-stressed plants are the most susceptible | Reduce dusty conditions on field edges — dust suppresses natural predator mites | Remove and destroy heavily infested plant material before mites spread to adjacent plants | Use reflective silver mulches to deter mite movement into the crop | Manage weeds on field margins to eliminate alternate mite host plants","Abamectin (Vertimec 1.8 EC) at 1 mL/L — highly effective; contact + translaminar activity | Spiromesifen (Oberon 240 SC) at 1 mL/L — acaricide effective on eggs and juveniles | Bifenazate (Floramite 240 SC) at 0.5 mL/L — fast knockdown, low resistance risk | Hexythiazox (Nissorun 10 WP) at 0.5 g/L — ovicide + larvicide, long residual | Etoxazole (Zeal 72 WSP) at 0.05 g/L — highly effective on eggs and larvae | Neem oil (Azadirachtin 0.03%) at 5 mL/L — organic repellent and growth disruptor | Fenbutatin oxide (Vendex 50 WP) at 1.5 g/L — organotin miticide | Rotate acaricide classes strictly with every application — mites develop resistance very rapidly"
